,timestamp,velocity
0,2019-05-01T00:00:00,6.370553072501449
1,2019-05-01T01:00:00,1.6282789693771005
2,2019-05-01T02:00:00,5.27690572166056
3,2019-05-01T03:00:00,0.6602899822458941
4,2019-05-01T04:00:00,9.628138689122697
5,2019-05-01T05:00:00,0.13871673225334225
6,2019-05-01T06:00:00,5.372910488296129
7,2019-05-01T07:00:00,5.78988781928127
8,2019-05-01T08:00:00,8.413553873638701
9,2019-05-01T09:00:00,6.062884703723026
10,2019-05-01T10:00:00,3.533794009511607
11,2019-05-01T11:00:00,1.360829260731764
12,2019-05-01T12:00:00,9.000370019518327
13,2019-05-01T13:00:00,4.809513029851075
14,2019-05-01T14:00:00,6.34706193861029
15,2019-05-01T15:00:00,8.102411476309658
16,2019-05-01T16:00:00,4.352778879084079
17,2019-05-01T17:00:00,9.327760342381406
18,2019-05-01T18:00:00,6.770556046936312
19,2019-05-01T19:00:00,2.9428503013796705
20,2019-05-01T20:00:00,3.6026125286514876
21,2019-05-01T21:00:00,4.350857957576504
22,2019-05-01T22:00:00,6.515042664358078
23,2019-05-01T23:00:00,9.27291891378107
