,timestamp,velocity
0,2019-04-30T00:00:00,8.791891690456158
1,2019-04-30T01:00:00,3.206264186328948
2,2019-04-30T02:00:00,7.93433759149321
3,2019-04-30T03:00:00,5.64419154205801
4,2019-04-30T04:00:00,9.961495439208438
5,2019-04-30T05:00:00,4.821057223681217
6,2019-04-30T06:00:00,2.444291744745045
7,2019-04-30T07:00:00,1.917125485620863
8,2019-04-30T08:00:00,3.571273581860137
9,2019-04-30T09:00:00,3.1651130649848422
10,2019-04-30T10:00:00,6.122523119269191
11,2019-04-30T11:00:00,8.215663197387018
12,2019-04-30T12:00:00,2.4396182267828115
13,2019-04-30T13:00:00,3.606005672806365
14,2019-04-30T14:00:00,3.6703036140633785
15,2019-04-30T15:00:00,8.237730684911291
16,2019-04-30T16:00:00,4.461345426256412
17,2019-04-30T17:00:00,5.083671819657225
18,2019-04-30T18:00:00,8.265201058928431
19,2019-04-30T19:00:00,0.9376805980278458
20,2019-04-30T20:00:00,8.417651501802196
21,2019-04-30T21:00:00,9.068010494822545
22,2019-04-30T22:00:00,7.2520068047260775
23,2019-04-30T23:00:00,9.280131458667114
