,timestamp,velocity
0,2019-05-03T00:00:00,6.406022760655342
1,2019-05-03T01:00:00,6.491147609124783
2,2019-05-03T02:00:00,8.564079995434922
3,2019-05-03T03:00:00,3.971597890626061
4,2019-05-03T04:00:00,4.453363395052686
5,2019-05-03T05:00:00,3.136915387519379
6,2019-05-03T06:00:00,1.8186335672997578
7,2019-05-03T07:00:00,4.438370540509138
8,2019-05-03T08:00:00,8.1613402286347
9,2019-05-03T09:00:00,1.3658561951091497
10,2019-05-03T10:00:00,6.815395822779058
11,2019-05-03T11:00:00,3.4199318577545466
12,2019-05-03T12:00:00,9.828021475074122
13,2019-05-03T13:00:00,4.6361671554498205
14,2019-05-03T14:00:00,2.589006528662013
15,2019-05-03T15:00:00,4.646354711994269
16,2019-05-03T16:00:00,1.1548557319119768
17,2019-05-03T17:00:00,3.8113518891635345
18,2019-05-03T18:00:00,3.626073816765137
19,2019-05-03T19:00:00,1.7018655617127054
20,2019-05-03T20:00:00,1.1846037848574253
21,2019-05-03T21:00:00,6.38735038211388
22,2019-05-03T22:00:00,3.312249646393295
23,2019-05-03T23:00:00,7.502978663991865
