,timestamp,velocity
0,2019-05-02T00:00:00,3.6462889427820633
1,2019-05-02T01:00:00,3.0288139728609096
2,2019-05-02T02:00:00,6.480752393079429
3,2019-05-02T03:00:00,0.5148753288396013
4,2019-05-02T04:00:00,5.434103985664118
5,2019-05-02T05:00:00,8.867940064559214
6,2019-05-02T06:00:00,4.491130091804162
7,2019-05-02T07:00:00,9.836608231694033
8,2019-05-02T08:00:00,6.889193225299745
9,2019-05-02T09:00:00,6.916170530277106
10,2019-05-02T10:00:00,3.0849880249816017
11,2019-05-02T11:00:00,4.464356063351166
12,2019-05-02T12:00:00,4.285594656908394
13,2019-05-02T13:00:00,8.070965131856152
14,2019-05-02T14:00:00,3.975756263207856
15,2019-05-02T15:00:00,4.729668092030607
16,2019-05-02T16:00:00,3.622257169095282
17,2019-05-02T17:00:00,2.180363545718149
18,2019-05-02T18:00:00,4.341650725305254
19,2019-05-02T19:00:00,6.211842270741777
20,2019-05-02T20:00:00,3.701186605041813
21,2019-05-02T21:00:00,7.50516925803422
22,2019-05-02T22:00:00,3.5412492445654307
23,2019-05-02T23:00:00,6.1498835747228995
