,timestamp,velocity
0,2019-04-29T00:00:00,8.504860601290446
1,2019-04-29T01:00:00,6.482381048816595
2,2019-04-29T02:00:00,1.2732080590897321
3,2019-04-29T03:00:00,7.145445867013667
4,2019-04-29T04:00:00,7.004686924003134
5,2019-04-29T05:00:00,1.6490035154590477
6,2019-04-29T06:00:00,7.136353042311132
7,2019-04-29T07:00:00,4.4774746789274715
8,2019-04-29T08:00:00,4.282549564765199
9,2019-04-29T09:00:00,3.4982463286691257
10,2019-04-29T10:00:00,0.6396829577980079
11,2019-04-29T11:00:00,3.6845136573646267
12,2019-04-29T12:00:00,0.822557661824852
13,2019-04-29T13:00:00,4.259863715959552
14,2019-04-29T14:00:00,6.672265827161548
15,2019-04-29T15:00:00,7.47702220852379
16,2019-04-29T16:00:00,5.751409617381238
17,2019-04-29T17:00:00,8.546916024944975
18,2019-04-29T18:00:00,2.1504277873501323
19,2019-04-29T19:00:00,1.3761268882499522
20,2019-04-29T20:00:00,2.59020622807828
21,2019-04-29T21:00:00,3.2775273841468575
22,2019-04-29T22:00:00,8.71136844487016
23,2019-04-29T23:00:00,5.424598135855135
